UNSORTED,SWAPS,COMPARISONS
1518,24720545,258113
6088,24936635,447543
2126,24985999,637024
1003,24743282,826590
3850,25057230,1016080
2996,25062505,1205526
997,25089250,1394936
6710,25460495,1584441
3086,24978138,1773844
0,25031597,1963343
AVERAGE,UNSORTED,2837
SORTED,SWAPS,COMAPARISONS
0,0,327121
1997,0,516551
0,0,706032
2709,0,895598
1002,0,1085088
994,0,1274534
0,0,1463944
1761,0,1653449
1473,0,1842852
4387,0,2032351
AVERAGE,SORTED,1432
