UNSORTED,SWAPS,COMPARISONS
39677043,18446744071912461611,704982704
37613407,18446744071917935812,704982704
39384233,18446744071916987484,704982704
37762795,18446744071913505056,704982704
34887332,18446744071922482832,704982704
36694148,18446744071918088272,704982704
42214891,18446744071910632139,704982704
41553572,18446744071906483743,704982704
42123668,18446744071918724774,704982704
75058306,18446744071915770595,704982704
AVERAGE,UNSORTED,42696939
SORTED,SWAPS,COMAPARISONS
16160601,0,704982704
15393307,0,704982704
16882588,0,704982704
14726594,0,704982704
15240648,0,704982704
16634104,0,704982704
16868696,0,704982704
17494279,0,704982704
19271940,0,704982704
29313672,0,704982704
AVERAGE,SORTED,17798642
